Sites (BDGP5.78),Priori Knowledge,UMAP-1,UMAP-2,K-Means,GMM,Agglomerative (complete),Agglomerative (ward),BIRCH,Spectral Clustering,Louvain,Leiden,OPTICS,DBSCAN,HDBSCAN,HDBSCAN (soft clustering)
3L@19710829@-,Type I,6.87057,9.153654,0,0,0,1,1,0,0,0,0,0,1,1
3L@19714359@-,Type I,8.174904,9.61491,0,1,0,1,0,0,0,0,0,0,1,1
3L@19719500@-,Type I,9.744934,7.797817,1,1,1,0,0,0,0,0,0,0,1,1
3L@19719512@-,Type I,9.645698,8.3519745,1,1,1,0,0,0,0,0,0,0,1,1
3L@197251@-,Type I,7.2667155,9.682864,0,1,0,1,1,0,0,0,0,0,1,1
3L@19742245@-,Type I,6.867109,9.150437,0,0,0,1,1,0,0,0,0,0,1,1
3L@19747465@-,Type I,10.390279,7.5460997,1,1,1,0,0,0,0,0,0,0,1,1
3L@197475@-,Type I,9.120782,7.280853,1,1,1,0,0,0,0,0,0,0,1,1
3L@19750915@-,Type I,9.707966,7.777055,1,1,1,0,0,0,0,0,0,0,1,1
3L@19750927@-,Type I,9.628069,8.420854,1,1,1,0,0,0,0,0,0,0,1,1
3L@19789169@+,Type I,8.472677,9.508438,1,1,0,1,0,0,0,0,0,0,1,1
3L@19790489@+,Type I,7.333941,9.410304,0,1,0,1,1,0,0,0,0,0,1,1
3L@19792790@-,Type I,8.188008,8.102421,1,1,0,0,0,0,0,0,0,0,1,1
3L@19801192@+,Type II,4.3292036,8.741774,0,0,0,1,1,1,1,1,1,1,0,0
3L@19807703@-,Type II,4.1648407,8.538785,0,0,0,1,1,1,1,1,1,1,0,0
3L@19808267@-,Type I,7.5980186,8.634464,0,1,0,1,0,0,0,0,0,0,1,1
3L@19821805@+,Type I,9.218577,8.04293,1,1,1,0,0,0,0,0,0,0,1,1
3L@19821806@+,Type I,6.3403754,8.656436,0,0,0,1,1,0,0,0,0,0,1,1
3L@19825152@-,Type I,7.525272,10.2948885,0,1,0,1,1,0,0,0,0,0,1,1
3L@19826048@-,Type I,8.7123165,9.926149,1,1,0,1,0,0,0,0,0,0,1,1
3L@19828696@+,Type II,4.6318555,8.484087,0,0,0,1,1,1,1,1,1,1,0,0
3L@19828738@+,Type I,5.8519483,8.8942375,0,0,0,1,1,0,0,0,0,0,1,1
3L@19830623@+,Type I,8.105416,6.211275,1,0,1,0,0,0,0,0,0,0,1,1
3L@19835002@+,Type I,10.563656,7.7292566,1,1,1,0,0,0,0,0,0,0,1,1
3L@19835890@+,Type I,8.4104,6.162305,1,0,1,0,0,0,0,0,0,0,1,1
3L@19851973@+,Type I,9.85238,8.815438,1,1,1,0,0,0,0,0,0,0,1,1
3L@19852418@+,Type I,7.1466465,7.7148,0,0,0,0,0,0,0,0,0,0,1,1
3L@19853540@+,Type I,8.951232,9.465532,1,1,1,0,0,0,0,0,0,0,1,1
3L@19868021@+,Type I,9.329031,7.1691685,1,1,1,0,0,0,0,0,0,0,1,1
3L@19868136@+,Type I,9.067279,9.38243,1,1,1,0,0,0,0,0,0,0,1,1
3L@19868688@+,Type I,8.028343,9.484397,0,1,0,1,0,0,0,0,0,0,1,1
3L@19870283@+,Type I,7.280746,8.721392,0,0,0,1,1,0,0,0,0,0,1,1
3L@19872154@+,Type I,8.9783,8.037961,1,1,1,0,0,0,0,0,0,0,1,1
3L@19873227@+,Type I,5.4325967,7.6132283,0,0,0,1,1,0,0,0,-1,-1,-1,0
3L@19875907@-,Type I,6.3571196,9.715415,0,0,0,1,1,0,0,0,0,0,1,1
3L@19878437@-,Type I,10.494979,6.6482463,1,0,1,0,0,0,0,0,0,0,1,1
3L@19878691@-,Type I,7.1112638,8.269659,0,0,0,1,1,0,0,0,0,0,1,1
3L@19884487@-,Type I,8.553692,4.78751,1,0,1,0,0,0,0,0,-1,-1,-1,1
3L@19885946@-,Type I,9.200809,6.959951,1,1,1,0,0,0,0,0,0,0,1,1
3L@19886395@-,Type I,9.22884,8.699544,1,1,1,0,0,0,0,0,0,0,1,1
3L@19886401@-,Type I,9.366702,9.234578,1,1,1,0,0,0,0,0,0,0,1,1
3L@19886438@-,Type I,7.742837,8.224611,1,1,0,1,0,0,0,0,0,0,1,1
3L@19886772@-,Type I,6.636957,7.3135667,0,0,0,0,1,0,0,0,0,0,1,1
3L@19908689@+,Type I,9.146202,9.532669,1,1,1,0,0,0,0,0,0,0,1,1
3L@19908855@+,Type I,6.3214297,9.056718,0,0,0,1,1,0,0,0,0,0,1,1
3L@19915997@-,Type I,8.783572,8.203144,1,1,1,0,0,0,0,0,0,0,1,1
3L@19919449@+,Type I,7.348656,9.422407,0,1,0,1,1,0,0,0,0,0,1,1
3L@19919477@+,Type I,7.6899037,8.526182,0,1,0,1,0,0,0,0,0,0,1,1
3L@199648@-,Type I,9.299155,7.5470686,1,1,1,0,0,0,0,0,0,0,1,1
3L@19991622@-,Type I,6.3694005,9.702431,0,0,0,1,1,0,0,0,0,0,1,1
3L@19993224@-,Type I,7.17347,8.860539,0,0,0,1,1,0,0,0,0,0,1,1
3L@20006188@+,Type I,10.507499,8.61852,1,1,1,0,0,0,0,0,0,0,1,1
3L@20012203@+,Type I,7.5704265,10.236604,0,1,0,1,1,0,0,0,0,0,1,1
3L@20014653@+,Type I,8.488776,9.979309,1,1,0,1,0,0,0,0,0,0,1,1
3L@20016558@+,Type I,7.7005587,5.7722816,1,0,1,0,0,0,0,0,0,0,1,1
3L@20129523@+,Type I,8.918456,7.7631493,1,1,1,0,0,0,0,0,0,0,1,1
3L@20130102@+,Type I,6.6761913,9.068105,0,0,0,1,1,0,0,0,0,0,1,1
3L@20130705@+,Type I,8.702731,9.272859,1,1,0,0,0,0,0,0,0,0,1,1
3L@20131017@+,Type I,7.656121,6.8248634,1,0,1,0,0,0,0,0,0,0,1,1
3L@20132814@-,Type I,10.108996,7.546497,1,1,1,0,0,0,0,0,0,0,1,1
3L@20132900@-,Type I,8.637747,6.8027697,1,0,1,0,0,0,0,0,0,0,1,1
3L@20133174@-,Type I,8.420075,7.1550612,1,0,1,0,0,0,0,0,0,0,1,1
3L@20146771@-,Type I,7.0686,7.349186,0,0,1,0,0,0,0,0,0,0,1,1
3L@20148268@-,Type I,8.317168,8.158914,1,1,1,0,0,0,0,0,0,0,1,1
3L@20183805@-,Type I,7.9403667,9.761091,0,1,0,1,1,0,0,0,0,0,1,1
3L@201841@+,Type I,7.683705,9.032905,0,1,0,1,0,0,0,0,0,0,1,1
3L@20184466@-,Type I,8.530065,8.427421,1,1,1,0,0,0,0,0,0,0,1,1
3L@20194365@-,Type II,4.0091195,8.533091,0,0,0,1,1,1,1,1,1,1,0,0
3L@20197801@-,Type II,4.249043,8.8462105,0,0,0,1,1,1,1,1,1,1,0,0
3L@20230772@-,Type I,7.926369,6.1379185,1,0,1,0,0,0,0,0,0,0,1,1
3L@20233191@-,Type I,9.525448,7.5510297,1,1,1,0,0,0,0,0,0,0,1,1
3L@20291617@-,Type I,8.086294,7.061065,1,0,1,0,0,0,0,0,0,0,1,1
3L@20293851@-,Type I,7.345843,8.151177,0,0,0,1,0,0,0,0,0,0,1,1
3L@20301706@+,Type I,9.462811,7.3791976,1,1,1,0,0,0,0,0,0,0,1,1
3L@20305016@+,Type I,9.352121,8.312557,1,1,1,0,0,0,0,0,0,0,1,1
3L@20305164@+,Type I,7.056492,8.625634,0,0,0,1,1,0,0,0,0,0,1,1
3L@20305606@+,Type I,8.474696,7.468594,1,1,1,0,0,0,0,0,0,0,1,1
3L@203129@-,Type I,8.145639,6.28534,1,0,1,0,0,0,0,0,0,0,1,1
3L@20340644@-,Type I,6.430018,8.053516,0,0,0,1,1,0,0,0,0,0,1,1
3L@20372800@+,Type I,6.2806067,8.3905325,0,0,0,1,1,0,0,0,0,0,1,1
3L@20376708@-,Type I,7.129217,6.0329,1,0,1,0,0,0,0,0,0,0,1,1
3L@20389814@-,Type I,9.070505,7.753926,1,1,1,0,0,0,0,0,0,0,1,1
3L@203908@+,Type I,6.188847,9.629606,0,0,0,1,1,0,0,0,0,0,1,1
3L@20420112@-,Type I,6.9857445,8.44685,0,0,0,1,1,0,0,0,0,0,1,1
3L@20422651@-,Type I,8.56396,7.3396072,1,1,1,0,0,0,0,0,0,0,1,1
3L@20478272@-,Type I,8.645178,6.8513656,1,0,1,0,0,0,0,0,0,0,1,1
3L@20489940@+,Type I,8.484523,6.136532,1,0,1,0,0,0,0,0,0,0,1,1
3L@20490025@+,Type I,9.712428,7.106451,1,1,1,0,0,0,0,0,0,0,1,1
3L@20491197@+,Type I,8.181673,5.840412,1,0,1,0,0,0,0,0,0,0,1,1
3L@20517400@-,Type I,7.46025,9.788088,0,1,0,1,1,0,0,0,0,0,1,1
3L@20518836@-,Type I,8.701666,9.366601,1,1,0,0,0,0,0,0,0,0,1,1
3L@205566@-,Type I,9.96944,7.6841006,1,1,1,0,0,0,0,0,0,0,1,1
3L@205752@-,Type I,8.741566,7.347592,1,1,1,0,0,0,0,0,0,0,1,1
3L@2060649@-,Type I,8.153532,8.326168,1,1,0,0,0,0,0,0,0,0,1,1
3L@20736384@+,Type I,7.26935,9.552474,0,1,0,1,1,0,0,0,0,0,1,1
3L@20766968@+,Type I,7.5762763,9.52186,0,1,0,1,1,0,0,0,0,0,1,1
3L@20767578@+,Type I,8.221336,5.842488,1,0,1,0,0,0,0,0,0,0,1,1
3L@20768839@+,Type I,7.6221046,9.73609,0,1,0,1,1,0,0,0,0,0,1,1
3L@20769363@+,Type I,10.041585,7.327935,1,1,1,0,0,0,0,0,0,0,1,1
3L@20769750@+,Type I,6.8299723,6.418819,0,0,1,0,0,0,0,0,0,0,1,1
3L@20770545@-,Type I,9.385894,6.9132214,1,1,1,0,0,0,0,0,0,0,1,1
3L@20775803@-,Type II,5.599184,8.6071205,0,0,0,1,1,0,1,1,0,0,-1,0
3L@20779667@-,Type I,7.1290326,9.605733,0,1,0,1,1,0,0,0,0,0,1,1
3L@20780390@-,Type I,7.8032374,8.298298,1,1,0,1,0,0,0,0,0,0,1,1
3L@20780715@-,Type I,9.062268,9.359863,1,1,1,0,0,0,0,0,0,0,1,1
3L@20788602@-,Type I,10.358947,7.6457887,1,1,1,0,0,0,0,0,0,0,1,1
3L@20794074@+,Type I,10.102267,6.5796456,1,0,1,0,0,0,0,0,0,0,1,1
3L@20798663@+,Type I,7.8728065,8.516528,1,1,0,1,0,0,0,0,0,0,1,1
3L@20801242@-,Type I,9.602236,8.467355,1,1,1,0,0,0,0,0,0,0,1,1
3L@20801661@-,Type I,8.693979,9.197647,1,1,0,0,0,0,0,0,0,0,1,1
3L@20803073@+,Type I,7.6967015,5.840357,1,0,1,0,0,0,0,0,0,0,1,1
3L@20805131@+,Type I,6.329919,9.725718,0,0,0,1,1,0,0,0,0,0,1,1
3L@20805558@+,Type I,7.582412,7.991074,1,0,0,0,0,0,0,0,0,0,1,1
3L@20806908@-,Type I,8.915348,7.4676313,1,1,1,0,0,0,0,0,0,0,1,1
3L@20807507@-,Type I,7.831073,10.06554,0,1,0,1,1,0,0,0,0,0,1,1
3L@20826700@+,Type I,8.438832,6.350919,1,0,1,0,0,0,0,0,0,0,1,1
3L@20835362@+,Type I,7.74768,6.9731007,1,0,1,0,0,0,0,0,0,0,1,1
3L@209528@-,Type I,8.850317,9.558221,1,1,1,0,0,0,0,0,0,0,1,1
3L@20992060@-,Type I,7.677011,6.822177,1,0,1,0,0,0,0,0,0,0,1,1
3L@20992573@-,Type I,6.047056,8.704868,0,0,0,1,1,0,0,0,0,0,1,1
3L@20992602@-,Type I,6.6880517,7.779207,0,0,0,1,1,0,0,0,0,0,1,1
3L@20992603@-,Type I,8.172052,9.865236,0,1,0,1,0,0,0,0,0,0,1,1
3L@20992846@-,Type I,9.994149,8.137012,1,1,1,0,0,0,0,0,0,0,1,1
3L@20993468@-,Type I,6.9959016,9.919346,0,1,0,1,1,0,0,0,0,0,1,1
3L@20994935@-,Type I,9.365487,6.228506,1,0,1,0,0,0,0,0,0,0,1,1
3L@21022221@+,Type I,6.832968,9.687517,0,0,0,1,1,0,0,0,0,0,1,1
3L@21022238@+,Type I,9.960873,7.5413303,1,1,1,0,0,0,0,0,0,0,1,1
3L@21022980@+,Type I,6.443331,8.863438,0,0,0,1,1,0,0,0,0,0,1,1
3L@21023879@-,Type II,3.7142527,8.232184,0,0,0,1,1,1,1,1,1,1,0,0
3L@21025677@+,Type I,10.37687,8.054901,1,1,1,0,0,0,0,0,0,0,1,1
3L@21026125@+,Type I,7.393682,7.671711,0,0,0,0,0,0,0,0,0,0,1,1
3L@21027923@+,Type I,3.9031796,8.301614,0,0,0,1,1,1,0,0,1,1,0,0
3L@210298@-,Type I,7.15934,8.103901,0,0,0,1,1,0,0,0,0,0,1,1
3L@21064160@+,Type I,7.219073,9.311903,0,1,0,1,1,0,0,0,0,0,1,1
3L@21065991@+,Type I,8.415318,9.42806,1,1,0,1,0,0,0,0,0,0,1,1
3L@21126512@-,Type I,6.7992415,9.881159,0,1,0,1,1,0,0,0,0,0,1,1
3L@21127294@-,Type I,7.8921537,6.5036483,1,0,1,0,0,0,0,0,0,0,1,1
3L@21167886@+,Type I,8.860396,8.462565,1,1,1,0,0,0,0,0,0,0,1,1
3L@21171667@+,Type I,10.664078,7.790658,1,1,1,0,0,0,0,0,0,0,1,1
3L@21174032@+,Type II,4.5024242,8.256536,0,0,0,1,1,1,1,1,1,1,0,0
3L@21174395@+,Type I,8.037755,9.224786,0,1,0,1,0,0,0,0,0,0,1,1
3L@21175292@+,Type I,6.696936,9.523759,0,0,0,1,1,0,0,0,0,0,1,1
3L@21175314@+,Type I,9.945218,6.744116,1,0,1,0,0,0,0,0,0,0,1,1
3L@21189667@-,Type I,7.2139106,9.785127,0,1,0,1,1,0,0,0,0,0,1,1
3L@21210750@+,Type I,6.1730685,7.4055977,0,0,0,1,1,0,0,0,0,0,1,1
3L@21211300@+,Type I,6.8903637,7.051452,0,0,1,0,0,0,0,0,0,0,1,1
3L@21211301@+,Type I,8.80856,9.846475,1,1,0,1,0,0,0,0,0,0,1,1
3L@212280@-,Type I,10.889227,7.7084885,1,1,1,0,0,0,0,0,0,0,1,1
3L@212488@-,Type I,6.43897,8.309721,0,0,0,1,1,0,0,0,0,0,1,1
3L@21260079@-,Type I,8.289436,6.3181295,1,0,1,0,0,0,0,0,0,0,1,1
3L@21272601@-,Type I,9.602417,8.576285,1,1,1,0,0,0,0,0,0,0,1,1
3L@21274186@-,Type I,8.885525,9.547267,1,1,1,0,0,0,0,0,0,0,1,1
3L@21279633@+,Type II,4.1049066,9.095744,0,0,0,1,1,1,1,1,1,1,0,0
3L@21281787@+,Type I,9.553591,9.232042,1,1,1,0,0,0,0,0,0,0,1,1
3L@21282063@+,Type I,8.9952345,9.239815,1,1,1,0,0,0,0,0,0,0,1,1
3L@21329292@+,Type I,7.344431,9.444657,0,1,0,1,1,0,0,0,0,0,1,1
3L@21333701@-,Type I,7.821611,7.837588,1,0,1,0,0,0,0,0,0,0,1,1
3L@213375@+,Type I,9.631081,8.177125,1,1,1,0,0,0,0,0,0,0,1,1
3L@21338728@-,Type I,7.0649505,8.520099,0,0,0,1,1,0,0,0,0,0,1,1
3L@21338990@-,Type I,9.440509,7.3071475,1,1,1,0,0,0,0,0,0,0,1,1
3L@21429023@+,Type I,5.9885883,6.9822755,0,0,0,0,1,0,0,0,0,0,1,1
3L@21429091@+,Type I,6.448902,9.346687,0,0,0,1,1,0,0,0,0,0,1,1
3L@21487622@-,Type I,8.317958,7.0285287,1,0,1,0,0,0,0,0,0,0,1,1
3L@21487624@-,Type I,10.744145,7.1686544,1,1,1,0,0,0,0,0,0,0,1,1
3L@21495299@+,Type II,4.2337823,8.774286,0,0,0,1,1,1,1,1,1,1,0,0
3L@21498860@-,Type I,7.290589,7.746523,0,0,0,0,0,0,0,0,0,0,1,1
3L@21499215@-,Type I,9.228581,7.112191,1,1,1,0,0,0,0,0,0,0,1,1
3L@21499269@-,Type II,3.5974996,8.341173,0,0,0,1,1,1,1,1,1,1,0,0
3L@21499750@-,Type I,10.258344,8.791117,1,1,1,0,0,0,0,0,0,0,1,1
3L@21500166@-,Type II,4.3252945,8.876257,0,0,0,1,1,1,1,1,1,1,0,0
3L@21500448@-,Type I,8.658374,7.3515244,1,1,1,0,0,0,0,0,0,0,1,1
3L@21504292@+,Type I,9.291086,6.9957514,1,1,1,0,0,0,0,0,0,0,1,1
3L@21504694@+,Type I,9.090623,6.859465,1,1,1,0,0,0,0,0,0,0,1,1
3L@21506870@-,Type I,6.545558,7.455835,0,0,0,0,1,0,0,0,0,0,1,1
3L@21511277@+,Type I,7.6543045,7.510385,1,0,1,0,0,0,0,0,0,0,1,1
3L@21511280@+,Type I,9.228937,8.797268,1,1,1,0,0,0,0,0,0,0,1,1
3L@21511666@+,Type I,9.154253,7.9692497,1,1,1,0,0,0,0,0,0,0,1,1
3L@21512947@+,Type I,7.6258855,8.303184,0,0,0,1,0,0,0,0,0,0,1,1
3L@21519728@+,Type I,7.848878,10.1096525,0,1,0,1,1,0,0,0,0,0,1,1
3L@21520674@+,Type I,7.61157,8.8427305,0,1,0,1,0,0,0,0,0,0,1,1
3L@21538706@-,Type I,3.5455344,8.9069,0,0,0,1,1,1,0,0,1,1,0,0
3L@21538751@-,Type I,9.705987,8.49698,1,1,1,0,0,0,0,0,0,0,1,1
3L@21540011@-,Type I,6.6003227,7.1945767,0,0,0,0,1,0,0,0,0,0,1,1
3L@21546687@-,Type II,4.5933843,8.5294285,0,0,0,1,1,1,1,1,1,1,0,0
3L@21566117@+,Type I,8.797546,8.708967,1,1,1,0,0,0,0,0,0,0,1,1
3L@21611815@+,Type I,8.815218,8.78876,1,1,1,0,0,0,0,0,0,0,1,1
3L@21620969@+,Type I,8.5470085,6.0853457,1,0,1,0,0,0,0,0,0,0,1,1
3L@21622547@-,Type I,6.4216714,7.327337,0,0,0,0,1,0,0,0,0,0,1,1
3L@21622580@-,Type I,10.935429,7.675566,1,1,1,0,0,0,0,0,0,0,1,1
3L@21622626@-,Type II,4.02631,8.369844,0,0,0,1,1,1,1,1,1,1,0,0
3L@21624493@-,Type I,9.816253,8.638787,1,1,1,0,0,0,0,0,0,0,1,1
3L@21625147@-,Type I,7.110433,7.426528,0,0,1,0,0,0,0,0,0,0,1,1
3L@21626830@-,Type I,9.930691,7.3010406,1,1,1,0,0,0,0,0,0,0,1,1
3L@21627154@-,Type I,10.4277115,7.958859,1,1,1,0,0,0,0,0,0,0,1,1
3L@21628511@+,Type I,10.898953,7.794846,1,1,1,0,0,0,0,0,0,0,1,1
3L@21660070@-,Type II,3.753786,8.660382,0,0,0,1,1,1,1,1,1,1,0,0
3L@21669159@-,Type I,7.8141727,8.249442,1,1,0,1,0,0,0,0,0,0,1,1
3L@21670967@-,Type I,10.721233,7.685288,1,1,1,0,0,0,0,0,0,0,1,1
3L@21673807@+,Type I,7.1324186,7.56753,0,0,1,0,0,0,0,0,0,0,1,1
3L@21815880@+,Type II,4.054277,8.226163,0,0,0,1,1,1,1,1,1,1,0,0
3L@21818507@+,Type I,10.508188,7.282062,1,1,1,0,0,0,0,0,0,0,1,1
3L@21818789@+,Type I,10.099456,8.063465,1,1,1,0,0,0,0,0,0,0,1,1
3L@21819420@+,Type II,4.4027987,8.527001,0,0,0,1,1,1,1,1,1,1,0,0
3L@21821221@-,Type I,8.181264,6.1771894,1,0,1,0,0,0,0,0,0,0,1,1
3L@21826582@+,Type I,9.077528,8.059395,1,1,1,0,0,0,0,0,0,0,1,1
3L@21827233@+,Type I,7.0626974,7.8187003,0,0,0,0,1,0,0,0,0,0,1,1
3L@21829496@+,Type I,7.4893527,9.55532,0,1,0,1,1,0,0,0,0,0,1,1
3L@21831420@-,Type I,10.145971,6.405424,1,0,1,0,0,0,0,0,0,0,1,1
3L@21831703@-,Type I,6.8900332,9.191092,0,0,0,1,1,0,0,0,0,0,1,1
3L@21832804@-,Type II,4.394566,8.975848,0,0,0,1,1,1,1,1,1,1,0,0
3L@2189649@-,Type I,10.391959,7.613667,1,1,1,0,0,0,0,0,0,0,1,1
3L@2189736@-,Type I,7.90631,6.1130733,1,0,1,0,0,0,0,0,0,0,1,1
3L@21914227@+,Type I,10.912691,7.97839,1,1,1,0,0,0,0,0,0,0,1,1
3L@21916143@+,Type I,7.8763723,9.99325,0,1,0,1,1,0,0,0,0,0,1,1
3L@21916254@+,Type I,7.2441416,7.260801,0,0,1,0,0,0,0,0,0,0,1,1
3L@21937993@+,Type I,6.677709,9.455784,0,0,0,1,1,0,0,0,0,0,1,1
3L@21940354@+,Type I,9.319628,7.502166,1,1,1,0,0,0,0,0,0,0,1,1
3L@21948626@+,Type I,9.659643,7.1255097,1,1,1,0,0,0,0,0,0,0,1,1
3L@2197641@+,Type I,9.425332,7.999518,1,1,1,0,0,0,0,0,0,0,1,1
3L@22059331@+,Type I,10.192418,8.97775,1,1,1,0,0,0,0,0,0,0,1,1
3L@22062876@-,Type I,9.524174,8.336742,1,1,1,0,0,0,0,0,0,0,1,1
3L@22069666@+,Type I,6.7328706,8.95518,0,0,0,1,1,0,0,0,0,0,1,1
3L@22253109@-,Type I,7.2389174,6.231099,1,0,1,0,0,0,0,0,0,0,1,1
3L@22254134@-,Type I,9.552355,6.751803,1,1,1,0,0,0,0,0,0,0,1,1
3L@22254288@-,Type I,6.9589434,7.232664,0,0,1,0,0,0,0,0,0,0,1,1
3L@22254356@-,Type I,4.8616643,8.476752,0,0,0,1,1,1,1,1,1,1,0,0
3L@22257391@+,Type I,8.632774,6.7802835,1,0,1,0,0,0,0,0,0,0,1,1
3L@22257393@+,Type I,6.429047,6.9223404,0,0,1,0,1,0,0,0,0,0,1,1
3L@22280963@-,Type I,7.9265523,6.2547994,1,0,1,0,0,0,0,0,0,0,1,1
3L@22282245@+,Type I,7.955268,7.6512976,1,0,1,0,0,0,0,0,0,0,1,1
3L@22290749@-,Type I,9.598974,8.276671,1,1,1,0,0,0,0,0,0,0,1,1
3L@2236344@-,Type II,3.537391,8.553053,0,0,0,1,1,1,1,1,1,1,0,0
3L@2253508@-,Type I,10.0080805,7.761883,1,1,1,0,0,0,0,0,0,0,1,1
3L@2253678@-,Type I,8.180319,7.2791634,1,0,1,0,0,0,0,0,0,0,1,1
3L@2253868@-,Type I,8.50353,7.7284026,1,1,1,0,0,0,0,0,0,0,1,1
3L@225915@+,Type I,9.034684,6.8404794,1,0,1,0,0,0,0,0,0,0,1,1
3L@2260928@-,Type I,10.436669,8.933663,1,1,1,0,0,0,0,0,0,0,1,1
3L@2262328@-,Type I,10.353576,8.10048,1,1,1,0,0,0,0,0,0,0,1,1
3L@2264512@-,Type II,4.1184464,8.816263,0,0,0,1,1,1,1,1,1,1,0,0
3L@2264802@-,Type I,7.1026335,9.857832,0,1,0,1,1,0,0,0,0,0,1,1
3L@22708746@-,Type I,8.85254,6.3263235,1,0,1,0,0,0,0,0,0,0,1,1
3L@22711051@+,Type I,6.6624126,7.3099504,0,0,0,0,1,0,0,0,0,0,1,1
3L@22711623@+,Type I,9.131073,8.848183,1,1,1,0,0,0,0,0,0,0,1,1
3L@22712597@+,Type I,8.839167,6.2842445,1,0,1,0,0,0,0,0,0,0,1,1
3L@22720066@-,Type I,6.1506467,8.9989195,0,0,0,1,1,0,0,0,0,0,1,1
3L@22721609@+,Type II,3.9777026,8.76781,0,0,0,1,1,1,1,1,1,1,0,0
3L@22722143@+,Type I,9.105489,7.320372,1,1,1,0,0,0,0,0,0,0,1,1
3L@22725237@+,Type I,7.419111,6.3210974,1,0,1,0,0,0,0,0,0,0,1,1
3L@22728641@-,Type I,6.9148526,9.697711,0,1,0,1,1,0,0,0,0,0,1,1
3L@22728884@-,Type I,6.724772,9.233397,0,0,0,1,1,0,0,0,0,0,1,1
3L@22732449@-,Type I,7.3083644,6.267451,1,0,1,0,0,0,0,0,0,0,1,1
3L@22738691@+,Type I,9.0511,8.52919,1,1,1,0,0,0,0,0,0,0,1,1
3L@22739057@+,Type I,7.8491197,9.803524,0,1,0,1,1,0,0,0,0,0,1,1
3L@22743033@+,Type I,7.341263,10.129412,0,1,0,1,1,0,0,0,0,0,1,1
3L@22770895@+,Type I,8.483461,6.9939065,1,0,1,0,0,0,0,0,0,0,1,1
3L@22866264@+,Type I,6.948097,6.7683587,0,0,1,0,0,0,0,0,0,0,1,1
3L@22866692@+,Type I,8.459576,6.785022,1,0,1,0,0,0,0,0,0,0,1,1
3L@22868601@-,Type I,7.321663,8.759098,0,0,0,1,1,0,0,0,0,0,1,1
3L@22869294@-,Type I,6.532153,8.5573225,0,0,0,1,1,0,0,0,0,0,1,1
3L@22869947@-,Type I,7.128712,6.138578,1,0,1,0,0,0,0,0,0,0,1,1
3L@22885490@+,Type II,3.99892,8.762314,0,0,0,1,1,1,1,1,1,1,0,0
3L@22886280@+,Type I,6.964635,8.754842,0,0,0,1,1,0,0,0,0,0,1,1
3L@22895273@+,Type I,7.2274837,7.5653787,0,0,1,0,0,0,0,0,0,0,1,1
3L@232043@-,Type I,8.121624,5.9245286,1,0,1,0,0,0,0,0,0,0,1,1
3L@23312501@-,Type I,7.6286974,9.82398,0,1,0,1,1,0,0,0,0,0,1,1
3L@23322176@-,Type I,4.931865,8.364835,0,0,0,1,1,1,1,1,-1,1,0,0
3L@2368683@-,Type I,7.649392,10.011994,0,1,0,1,1,0,0,0,0,0,1,1
3L@2368854@-,Type I,6.402366,9.541527,0,0,0,1,1,0,0,0,0,0,1,1
3L@2370221@-,Type I,7.793741,7.480938,1,0,1,0,0,0,0,0,0,0,1,1
3L@2376144@+,Type I,6.2717886,9.626563,0,0,0,1,1,0,0,0,0,0,1,1
3L@2405345@+,Type I,7.349266,8.857213,0,1,0,1,1,0,0,0,0,0,1,1
3L@2405441@+,Type I,6.2532873,9.42123,0,0,0,1,1,0,0,0,0,0,1,1
3L@2407165@+,Type I,9.64569,6.75752,1,1,1,0,0,0,0,0,0,0,1,1
3L@243245@-,Type I,9.180319,6.9879336,1,1,1,0,0,0,0,0,0,0,1,1
3L@2435792@+,Type I,6.4277406,9.8086,0,0,0,1,1,0,0,0,0,0,1,1
3L@2439586@+,Type II,3.8714797,9.024623,0,0,0,1,1,1,1,1,1,1,0,0
3L@244481@-,Type I,9.753717,7.554946,1,1,1,0,0,0,0,0,0,0,1,1
3L@2459770@+,Type I,8.395021,9.573176,1,1,0,1,0,0,0,0,0,0,1,1
3L@2461150@+,Type I,4.579269,8.8759,0,0,0,1,1,1,1,1,1,1,0,0
3L@2463586@+,Type I,10.57002,7.55719,1,1,1,0,0,0,0,0,0,0,1,1
3L@2464241@+,Type I,7.822873,9.937377,0,1,0,1,1,0,0,0,0,0,1,1
3L@2485107@+,Type I,9.436663,6.6069293,1,0,1,0,0,0,0,0,0,0,1,1
3L@2491412@+,Type I,7.6916447,7.0446706,1,0,1,0,0,0,0,0,0,0,1,1
3L@2491724@+,Type I,6.728049,6.3843517,0,0,1,0,0,0,0,0,0,0,1,1
3L@2491741@+,Type I,9.341476,7.3310566,1,1,1,0,0,0,0,0,0,0,1,1
3L@2496054@+,Type I,7.92291,9.411342,0,1,0,1,0,0,0,0,0,0,1,1
3L@2496289@+,Type I,9.545174,8.587954,1,1,1,0,0,0,0,0,0,0,1,1
3L@2496565@+,Type I,8.000691,8.1016655,1,1,0,0,0,0,0,0,0,0,1,1
3L@250593@-,Type I,6.8722467,8.360134,0,0,0,1,1,0,0,0,0,0,1,1
3L@2508752@-,Type I,4.45472,8.2645645,0,0,0,1,1,1,1,1,1,1,0,0
3L@2510444@-,Type I,7.1504836,6.5953135,1,0,1,0,0,0,0,0,0,0,1,1
3L@2512433@-,Type I,9.579247,7.30668,1,1,1,0,0,0,0,0,0,0,1,1
